order_id,user_id,eval_set,order_number,order_dow,order_hour_of_day,days_since_prior_order
909112,151912,test,27,0,11,7.0
2756000,51288,prior,22,1,12,8.0
2836860,33560,prior,10,6,16,21.0
254131,35428,prior,55,6,8,4.0
2050063,59399,prior,22,2,8,4.0
2771485,182637,prior,39,1,10,6.0
2098853,172467,prior,54,5,9,3.0
3041119,146452,prior,20,1,16,5.0
475526,94788,prior,5,2,15,10.0
474888,78841,prior,4,0,13,9.0
480250,89961,prior,11,1,12,6.0
398568,6449,prior,32,2,9,4.0
1400295,160351,prior,18,0,14,12.0
2364949,78609,prior,7,6,12,17.0
541457,150801,prior,1,6,14,
1580389,142458,prior,24,0,11,7.0
1611800,24704,prior,7,4,15,10.0
1042706,141508,prior,39,5,17,2.0
744617,192810,prior,3,4,14,6.0
3337893,41202,prior,15,1,13,13.0
842018,28659,prior,13,3,12,13.0
229290,113552,prior,36,5,9,3.0
2367785,162754,prior,6,3,0,8.0
77135,98978,test,9,0,18,7.0
1998793,62371,prior,5,4,9,6.0
1892714,169200,prior,13,4,15,14.0
806640,198413,prior,3,4,19,18.0
2864268,98672,prior,1,2,19,
322035,160078,prior,10,0,10,2.0
792440,22526,test,18,2,16,7.0
3118680,205899,prior,60,5,12,0.0
719998,26578,prior,25,3,15,10.0
1106511,95740,prior,47,5,7,5.0
961343,156872,prior,5,3,7,30.0
564464,81206,prior,8,3,17,19.0
2381777,67468,prior,1,4,11,
723285,192152,prior,9,1,11,8.0
1473115,153503,prior,11,1,20,7.0
3057180,168529,prior,9,4,14,8.0
1804401,110299,prior,12,6,9,2.0
2890807,72065,prior,25,0,23,30.0
1580948,187691,prior,3,3,15,11.0
3182869,153403,prior,2,2,14,30.0
1197043,203138,prior,27,5,7,7.0
1188140,62654,prior,5,5,15,30.0
2147177,182761,prior,29,0,14,6.0
856570,103028,prior,6,4,8,7.0
2793359,46043,prior,25,4,8,15.0
1596777,45629,prior,62,3,12,9.0
188858,184248,prior,50,6,16,3.0
1057056,34019,prior,14,6,13,6.0
2893522,78846,prior,11,0,19,0.0
2869803,147182,prior,8,5,13,1.0
2779976,188096,prior,32,2,10,8.0
144753,20056,prior,38,6,12,2.0
3155771,171500,prior,6,6,16,9.0
414778,179778,prior,25,5,13,3.0
1934823,158415,prior,18,2,11,4.0
727362,36299,prior,17,2,10,4.0
2016294,70236,prior,3,6,11,2.0
3227710,178495,prior,1,4,9,
926877,41317,prior,10,3,14,6.0
2721704,204908,prior,14,2,17,4.0
918107,142904,prior,17,6,19,20.0
3270790,11289,prior,9,6,11,11.0
2904046,125270,prior,24,0,15,7.0
2012850,124419,prior,3,5,20,30.0
1060079,33947,prior,10,0,16,14.0
2653908,141149,prior,39,5,13,5.0
2156086,160411,prior,48,4,16,8.0
724685,143195,prior,9,1,10,13.0
1719739,188189,prior,13,2,8,2.0
1874129,184301,prior,59,5,9,4.0
1460946,49200,prior,71,5,9,2.0
2948275,116370,prior,4,4,11,10.0
383955,190818,prior,3,5,17,18.0
602448,199430,prior,57,6,11,1.0
2497585,198581,prior,16,3,18,9.0
124247,13915,prior,26,1,16,10.0
654969,188390,prior,60,6,14,11.0
491688,127837,prior,30,5,9,3.0
676632,24634,prior,4,3,19,3.0
3029441,121979,prior,37,5,11,3.0
3063700,153368,prior,26,5,18,0.0
2803686,20361,prior,70,0,11,3.0
2564292,17225,prior,1,5,17,
1888482,57851,prior,87,5,15,0.0
1480593,127006,prior,73,6,15,5.0
1727748,65699,prior,1,0,12,
2245148,11073,prior,19,0,10,7.0
1524421,199228,prior,4,3,8,7.0
2484965,187930,prior,31,2,18,3.0
692258,117261,prior,5,5,11,1.0
1279455,74438,prior,11,3,0,30.0
1475256,43423,prior,17,5,8,16.0
563686,62907,prior,12,1,12,30.0
1261240,80852,prior,5,6,16,28.0
2393513,65499,prior,23,6,15,7.0
2241902,52307,prior,10,6,19,2.0
299258,102195,prior,22,6,13,4.0
2828238,110958,prior,5,4,19,9.0
346027,92279,prior,7,4,23,30.0
3335365,145598,prior,5,6,16,5.0
1075882,93386,prior,1,0,9,
2405070,113047,prior,20,3,1,2.0
451702,3394,prior,50,5,9,3.0
484280,104735,prior,1,4,13,
1615431,140562,prior,18,0,15,9.0
2245036,73498,prior,5,3,17,15.0
1892107,23101,prior,18,2,12,12.0
752083,107364,prior,12,3,18,1.0
602390,194044,prior,13,0,18,21.0
1659390,194395,prior,33,1,14,5.0
2707136,139034,prior,14,6,20,4.0
1206159,45765,prior,45,2,13,3.0
3345509,97769,prior,8,4,13,6.0
1920612,70326,prior,15,6,14,7.0
3103111,97072,prior,11,6,12,17.0
2342856,3125,prior,2,0,11,30.0
964085,123645,prior,23,1,11,11.0
3385348,133968,prior,23,1,13,6.0
1319524,50255,prior,1,4,14,
1883873,167295,prior,38,5,19,8.0
2325328,195892,prior,4,2,13,30.0
1755794,71707,prior,16,1,11,6.0
490846,133039,prior,15,3,23,3.0
551462,107608,prior,29,1,12,1.0
446875,96841,prior,7,4,7,8.0
930348,73883,prior,2,1,10,30.0
589048,171543,prior,2,3,16,30.0
399803,127526,prior,4,2,13,22.0
2175271,111842,prior,8,2,16,30.0
2950005,180518,prior,4,0,10,6.0
2565632,141312,prior,5,2,11,15.0
2700419,54212,prior,12,1,11,30.0
1620796,20521,prior,4,2,13,19.0
1338713,15335,prior,11,3,18,20.0
98183,34492,prior,6,4,13,30.0
1442644,82432,prior,4,4,12,13.0
2080571,54123,prior,3,0,11,30.0
2624730,158421,prior,19,1,12,30.0
2235415,29160,prior,46,0,20,11.0
1277514,14964,train,5,1,18,2.0
1169817,31487,prior,32,6,10,2.0
2813748,86827,prior,22,3,9,7.0
227759,132147,prior,5,0,15,13.0
2323580,21646,prior,13,5,21,21.0
1170219,11825,prior,1,2,10,
2935441,66261,prior,21,5,12,7.0
1298821,164304,prior,14,6,8,5.0
1447210,60939,prior,31,0,8,8.0
2915381,97948,prior,15,0,15,8.0
2766610,203848,prior,16,1,13,28.0
2412993,28209,prior,11,0,10,9.0
1678166,20817,prior,2,4,12,30.0
37764,36713,prior,7,6,15,7.0
1768942,19031,prior,25,5,14,13.0
3028503,177627,prior,9,4,10,7.0
487414,88111,train,40,0,18,19.0
1097822,86428,prior,12,4,9,21.0
2971831,95750,prior,4,6,14,11.0
3050923,41743,prior,23,0,16,4.0
982745,13509,prior,2,6,14,7.0
1003532,163573,prior,3,5,8,6.0
302961,101959,prior,28,4,10,10.0
3198055,189426,prior,49,5,9,4.0
3201538,139630,prior,1,5,21,
20260,94488,prior,5,6,16,13.0
731056,35812,test,23,2,13,10.0
3386885,32775,prior,58,4,8,6.0
198552,197099,prior,11,4,15,11.0
3255736,54397,prior,12,0,15,18.0
236788,143870,prior,5,5,15,3.0
3249862,87969,prior,17,6,17,7.0
3155427,143982,prior,4,0,8,5.0
802170,58048,prior,20,5,8,2.0
297015,83637,train,16,2,11,1.0
475076,49200,prior,45,5,14,0.0
2954261,126477,prior,16,1,9,11.0
574916,129166,prior,11,5,18,12.0
2908115,60407,prior,56,2,10,1.0
752298,51240,prior,4,4,14,20.0
1207473,25806,prior,19,1,8,11.0
1010060,45027,prior,47,0,14,5.0
1160950,27752,prior,14,6,14,10.0
2174368,157717,test,12,1,19,29.0
2412095,132344,prior,17,0,15,8.0
2730575,17745,prior,10,0,13,14.0
3230405,203433,prior,12,6,19,22.0
1557272,183701,prior,8,1,18,23.0
3192726,74273,prior,6,3,22,30.0
619529,118601,prior,3,1,23,30.0
803738,56453,prior,10,1,7,30.0
2837704,59911,prior,1,5,14,
2087634,104882,prior,5,2,12,1.0
2305642,136394,prior,63,4,15,30.0
763806,45991,prior,1,2,8,
1354643,100151,prior,14,5,18,0.0
2249224,28386,prior,2,2,7,23.0
1023093,204933,prior,18,6,10,21.0
207189,66062,prior,40,1,10,3.0
764457,39885,train,18,2,9,30.0
556456,95961,prior,2,5,10,10.0
1733142,65586,prior,7,0,12,22.0
963025,6488,prior,4,1,11,30.0
2974000,192876,prior,24,3,14,24.0
2745079,75333,prior,72,2,8,4.0
3119175,25526,prior,21,0,0,11.0
2313595,107148,prior,10,3,13,7.0
991826,194881,prior,3,1,11,30.0
1449127,47676,prior,78,2,17,4.0
2164003,162675,prior,26,6,15,4.0
1244420,27080,prior,23,4,12,11.0
338539,85073,prior,20,0,13,4.0
2145350,34000,prior,56,6,12,1.0
1835399,29163,prior,30,3,15,1.0
856715,22500,prior,1,0,7,
3341600,39524,prior,12,1,15,16.0
1677179,50743,prior,30,6,15,6.0
2040587,20029,prior,22,1,15,12.0
613389,205942,prior,18,0,14,8.0
196851,126952,prior,5,4,14,7.0
389786,170757,prior,17,0,15,4.0
2633488,161084,prior,14,1,9,28.0
2926566,175504,prior,1,6,11,
1884394,163859,prior,10,0,12,7.0
212765,35770,prior,7,1,21,3.0
108438,133822,train,4,6,0,10.0
3166393,37991,prior,12,2,12,7.0
841945,128359,prior,12,0,18,8.0
1668963,114742,prior,3,3,10,3.0
700059,127127,prior,45,1,16,0.0
829386,196230,prior,1,0,10,
329539,12044,prior,14,3,10,4.0
42566,47448,prior,31,0,13,7.0
1608339,35146,prior,1,3,9,
448587,15124,prior,98,3,14,5.0
2345579,185979,prior,2,5,14,21.0
1225286,15178,prior,6,2,8,9.0
677698,138768,prior,36,1,9,3.0
1431486,22640,prior,13,1,20,30.0
2519701,32867,prior,24,2,11,8.0
1503903,133196,prior,91,0,10,2.0
1152988,61240,train,10,3,15,15.0
1396359,42644,prior,11,3,11,20.0
1290236,135803,prior,18,5,10,14.0
2436113,35439,prior,24,5,7,25.0
349258,202318,prior,3,5,17,30.0
1232278,24665,prior,4,6,11,30.0
2422277,108891,prior,3,1,10,4.0
1035442,202945,prior,3,4,15,3.0
1087758,96814,prior,47,6,17,7.0
1568637,74795,prior,4,3,17,30.0
1645020,193411,prior,18,6,12,12.0
1431034,146312,prior,60,3,10,2.0
819732,40742,prior,2,5,23,6.0
2731054,185106,prior,8,3,13,30.0
1034728,16177,prior,3,4,19,6.0
298887,105401,prior,14,5,9,4.0
1429213,14358,prior,3,0,10,7.0
2224391,153397,prior,21,0,13,6.0
161656,56712,prior,9,6,17,14.0
451743,54933,prior,18,6,11,6.0
1894159,44608,prior,37,3,15,8.0
797463,54736,prior,9,5,15,1.0
1332849,89554,prior,1,6,10,
2299815,37540,prior,3,1,11,30.0
2681176,168295,prior,1,1,14,
1807195,10291,prior,30,6,14,13.0
2559202,53407,prior,23,5,19,2.0
1446140,17830,prior,15,3,16,5.0
886403,27702,train,18,5,8,12.0
2317242,198882,prior,8,1,16,13.0
1682615,156471,prior,9,3,6,16.0
514539,92315,prior,1,5,20,
214730,37925,prior,3,1,9,7.0
484918,83680,prior,33,6,9,3.0
272016,101976,prior,44,0,8,7.0
1436652,15474,prior,30,3,12,3.0
1942734,124328,train,43,0,14,15.0
396522,26432,prior,18,0,11,1.0
1970834,60796,prior,11,4,12,9.0
477762,138888,prior,15,0,8,13.0
2604283,154638,prior,6,3,14,4.0
3291310,166533,prior,5,0,17,1.0
3040506,34425,prior,28,0,14,22.0
252761,154847,prior,5,6,9,20.0
2801715,57924,prior,7,1,11,27.0
2820420,100532,test,6,1,13,21.0
2279919,192157,prior,10,0,13,30.0
607258,11349,prior,4,1,15,14.0
2587372,143836,prior,25,1,10,3.0
3380628,80701,prior,41,1,17,3.0
458035,177179,prior,56,2,19,2.0
496729,68424,prior,10,3,18,15.0
875818,128807,prior,34,0,19,9.0
2855839,95948,prior,15,1,15,6.0
386470,187610,prior,8,1,14,4.0
69494,107972,prior,3,6,18,4.0
568956,11799,prior,5,1,8,6.0
2314434,117059,prior,2,0,16,7.0
1723140,33409,prior,1,1,9,
3280845,141870,prior,9,4,18,30.0
1258452,162151,prior,11,6,15,6.0
1382253,32001,prior,10,3,20,5.0
2243672,48574,prior,14,5,14,3.0
589803,2606,prior,4,0,16,30.0
2560366,88441,prior,14,6,14,6.0
202034,191600,prior,45,1,11,3.0
1542866,114199,prior,36,6,16,20.0
1083304,140462,train,6,2,13,30.0
1263079,69376,prior,3,6,13,3.0
654213,155412,prior,60,2,20,2.0
955761,88200,prior,14,4,20,3.0
1558114,170050,prior,3,1,10,9.0
2615293,107513,prior,43,6,18,1.0
179064,194799,prior,15,6,11,7.0
2378067,91519,prior,51,4,18,2.0
1215229,40776,prior,7,2,17,20.0
2067906,20934,prior,3,4,18,19.0
2123406,93564,prior,2,3,11,2.0
3125151,8835,prior,6,4,10,9.0
2738064,17896,prior,9,5,9,2.0
619250,184772,prior,48,2,18,3.0
3222294,199748,prior,46,2,11,4.0
1338474,46111,prior,24,0,17,11.0
520046,26853,prior,6,2,12,21.0
2307887,56476,prior,4,6,9,14.0
3370976,38970,prior,2,2,15,22.0
1233628,86568,prior,1,0,9,
2031293,17694,prior,23,1,17,3.0
865857,60174,prior,8,5,14,8.0
3306787,25922,prior,16,3,12,10.0
2622649,143676,prior,13,0,14,9.0
1497823,171814,prior,4,2,15,6.0
1983025,152713,prior,4,6,13,30.0
2322549,150567,prior,1,1,14,
2894187,101758,prior,3,1,17,21.0
2995982,180193,prior,46,4,7,8.0
1632245,158958,prior,6,6,14,30.0
2829605,141025,prior,15,6,9,7.0
3195655,90251,prior,15,1,13,21.0
75472,191495,prior,8,4,16,16.0
376671,32975,prior,3,0,19,4.0
2661563,64596,prior,17,2,8,19.0
3035066,62019,prior,24,0,16,14.0
2976110,60430,prior,67,6,15,4.0
2237639,168880,prior,6,2,11,5.0
3276380,102666,prior,6,4,17,4.0
2957554,142264,prior,14,1,9,0.0
882475,83618,prior,11,1,17,4.0
1618768,131309,prior,5,6,13,21.0
1752153,150329,prior,59,3,11,2.0
65399,121233,prior,8,2,8,7.0
922934,156577,prior,8,0,15,30.0
2365879,203769,prior,5,2,16,9.0
2681332,167028,prior,31,3,15,3.0
2286562,154581,prior,7,6,16,3.0
3041683,97092,prior,5,5,8,8.0
2890582,33417,prior,2,5,11,21.0
2280180,67643,prior,86,5,10,0.0
1935373,97386,prior,10,3,17,28.0
708052,174226,prior,19,1,21,2.0
2231556,29337,prior,1,5,19,
2617899,25624,train,5,0,14,30.0
2164692,45917,prior,3,3,10,24.0
1665313,77349,prior,1,3,12,
1079879,53834,prior,1,2,13,
1626743,113727,prior,10,0,16,29.0
3318909,14169,prior,7,3,2,9.0
2989814,34122,prior,27,4,10,6.0
2896824,196227,prior,4,4,14,10.0
677511,155296,prior,20,3,10,1.0
607225,111054,prior,4,0,10,30.0
772738,64683,prior,6,3,17,4.0
3395188,115622,prior,6,1,18,15.0
2444795,9333,prior,97,4,14,1.0
1360910,71863,prior,10,5,17,16.0
2392415,44356,train,8,1,9,7.0
375254,22861,prior,7,1,8,14.0
2009655,145276,prior,1,5,9,
2541273,90173,test,6,4,16,1.0
2725338,39454,prior,1,0,12,
101447,64622,prior,63,5,7,5.0
1888751,18589,prior,9,2,11,8.0
1478494,14370,prior,21,2,5,10.0
2565445,103206,prior,63,1,23,7.0
1424054,205666,prior,24,0,10,6.0
2382225,84716,prior,11,5,18,6.0
1011424,194135,prior,8,1,16,7.0
1685059,27828,prior,12,6,22,30.0
1668856,67944,prior,62,6,9,6.0
1072361,182306,prior,43,0,19,0.0
3348295,88420,prior,29,6,16,14.0
932928,28383,prior,1,6,7,
3065644,68285,prior,27,6,12,8.0
1856510,47872,prior,20,4,13,7.0
453143,31080,prior,9,1,18,3.0
3403512,102875,prior,5,1,10,12.0
1729532,34745,prior,39,5,17,10.0
3348032,188716,prior,6,6,15,23.0
1396181,187369,prior,17,3,14,1.0
371172,34954,prior,24,2,9,14.0
1778624,115248,prior,45,5,17,1.0
894555,100698,prior,33,3,9,5.0
2912906,128661,prior,2,1,17,20.0
1625914,135299,prior,25,1,10,8.0
1171719,156672,prior,13,6,14,15.0
2997786,64428,prior,9,0,14,7.0
308852,105920,prior,19,0,13,30.0
1708399,66991,test,6,5,14,24.0
499973,26654,prior,12,5,19,0.0
3300631,129827,prior,24,2,10,10.0
192918,130441,prior,46,0,15,4.0
2683886,83914,prior,1,0,11,
1842280,58917,prior,28,6,13,7.0
1341129,169922,prior,4,4,18,15.0
509926,50442,prior,95,4,17,1.0
3245166,17599,prior,1,5,14,
567569,176031,prior,2,0,20,8.0
1102649,191820,prior,34,6,16,4.0
333427,115488,prior,20,1,16,3.0
2956077,64368,prior,1,1,21,
543581,192530,prior,3,2,19,9.0
1202370,3660,prior,13,3,7,10.0
988049,74521,prior,16,4,20,1.0
1608188,118817,prior,20,4,14,5.0
1312058,72284,prior,30,1,14,9.0
569915,76308,train,4,0,13,30.0
1874345,51135,prior,21,2,23,7.0
3312409,144184,prior,17,4,12,6.0
777941,170025,prior,12,5,14,2.0
1893503,128793,prior,12,2,21,8.0
930401,14850,prior,14,2,13,6.0
2273554,21679,prior,4,6,10,5.0
1235693,49315,prior,8,3,18,5.0
2180585,34078,prior,11,5,14,4.0
242227,122160,prior,44,1,13,10.0
3262501,152795,prior,1,1,10,
119093,53034,prior,4,2,15,30.0
2850372,83062,prior,1,4,17,
1256612,113067,prior,4,3,15,6.0
887287,75794,prior,21,1,10,7.0
496197,61555,prior,6,5,13,30.0
1235830,197755,prior,5,6,14,21.0
1859944,98806,prior,7,6,0,18.0
1772533,199227,prior,5,6,10,6.0
1314713,87120,prior,7,5,8,1.0
764974,96295,prior,11,4,15,8.0
1468562,71468,prior,18,0,10,9.0
2237121,175658,prior,76,3,21,2.0
271127,167673,prior,14,5,22,5.0
1352078,150909,prior,9,3,13,30.0
2446852,151252,prior,5,0,8,13.0
648133,127752,prior,9,3,9,30.0
3349654,70703,train,10,1,18,20.0
2858721,106637,prior,5,5,15,0.0
2485226,91692,prior,10,5,11,4.0
2093514,197605,train,26,1,14,30.0
2749871,34006,prior,3,5,8,4.0
2466763,52385,train,76,0,14,6.0
2077311,52806,prior,8,4,16,5.0
2418985,191841,prior,13,0,19,3.0
157897,87959,prior,7,1,10,10.0
1915236,183693,prior,14,4,10,0.0
173743,143474,prior,1,2,18,
2154298,50589,prior,3,6,13,8.0
999013,68189,prior,3,4,11,4.0
1411561,94214,prior,8,5,13,0.0
328360,116175,prior,2,1,9,30.0
926056,122528,prior,14,0,16,7.0
2322507,40860,prior,19,4,21,18.0
2307459,140979,prior,16,2,18,30.0
2805938,135330,prior,1,3,16,
2653416,59458,prior,19,1,20,4.0
955876,22086,prior,6,3,18,16.0
2575870,197417,prior,6,1,17,13.0
1056099,26537,prior,21,6,13,1.0
161899,170232,prior,28,4,9,5.0
1170024,55866,prior,31,2,15,5.0
3382927,112264,prior,32,0,10,3.0
2338767,149127,prior,21,0,19,1.0
2188501,38311,prior,6,4,19,10.0
2441798,191702,prior,51,4,11,5.0
1215272,125683,prior,1,4,12,
784798,144480,prior,3,0,11,8.0
1127023,10486,prior,4,6,19,7.0
321059,36070,prior,7,0,16,12.0
116538,77805,prior,2,5,16,17.0
898573,142677,prior,12,5,12,4.0
36552,78501,prior,8,2,11,14.0
1192266,22080,prior,4,4,14,17.0
2945284,181592,prior,5,3,13,8.0
2928403,50087,prior,45,2,13,9.0
729767,129552,prior,4,1,13,8.0
61524,199398,prior,18,5,15,20.0
1335833,159564,prior,5,3,7,30.0
3341024,152917,prior,7,5,9,7.0
2979434,133716,test,75,0,11,4.0
1447483,135672,prior,14,5,15,7.0
606989,39739,prior,1,0,10,
2819019,199963,prior,8,5,16,14.0
1994999,101050,prior,26,0,13,4.0
639679,43311,prior,6,0,19,10.0
3259710,96273,prior,1,1,14,
1421276,127059,prior,6,3,11,9.0
832434,165627,prior,5,3,9,8.0
2892891,73756,prior,37,5,14,2.0
2303730,192258,prior,5,4,17,12.0
443054,114602,test,48,5,15,6.0
2229081,87774,prior,2,6,10,17.0
481516,86579,prior,10,1,14,26.0
1527150,118808,prior,2,6,19,7.0
1444865,173960,prior,9,4,7,30.0
95150,140624,prior,10,6,12,3.0
1490469,184359,prior,10,3,12,2.0
1916550,105887,prior,11,0,12,4.0
1584870,146766,prior,1,4,11,
629852,96733,prior,3,2,16,30.0
430604,88897,prior,8,2,8,17.0
1423424,164807,prior,3,6,17,1.0
704701,9437,prior,28,4,10,2.0
2965591,4999,prior,1,2,14,
2404816,199473,prior,2,2,13,30.0
900926,17706,prior,7,4,19,3.0
837745,194447,prior,31,3,10,2.0
1096573,172116,prior,5,0,14,21.0
2318312,89782,prior,72,4,10,3.0
928110,51983,train,20,2,8,13.0
2023514,165240,prior,1,3,17,
1806833,101641,prior,3,5,18,5.0
3179152,58919,prior,40,3,14,5.0
2077044,97982,prior,2,6,20,6.0
2752289,84218,prior,9,0,9,30.0
2384473,79974,prior,3,5,10,4.0
3199105,37259,prior,4,5,9,19.0
240221,44037,train,12,4,12,16.0
3364714,46275,prior,1,5,12,
1045038,167628,prior,7,1,16,15.0
772710,98477,prior,6,3,16,5.0
3111322,10649,prior,27,6,14,25.0
314511,186792,prior,19,2,22,2.0
3328897,178303,prior,4,6,17,15.0
483931,22291,prior,25,2,15,0.0
2147707,169567,prior,33,4,11,3.0
2152246,16656,prior,44,1,16,9.0
2793664,172039,prior,6,4,19,4.0
2088575,199997,prior,11,6,8,8.0
1283344,125224,prior,1,3,18,
136881,118474,prior,3,1,13,30.0
2946049,163536,prior,7,5,16,7.0
294781,59930,prior,4,4,12,3.0
1870076,10257,prior,10,2,10,1.0
1555446,186753,prior,36,0,1,24.0
1626976,125653,prior,6,5,17,12.0
927575,150187,prior,3,0,12,7.0
1768869,143833,prior,9,1,16,13.0
3124311,121442,prior,8,3,16,4.0
1310315,165121,prior,5,5,11,2.0
301287,60029,prior,10,3,18,23.0
1773966,119854,prior,11,1,7,5.0
1973199,147046,prior,10,5,23,5.0
2961988,94795,prior,2,5,14,1.0
1440395,72058,test,9,1,14,1.0
3189403,158063,prior,28,0,9,7.0
493415,190731,prior,12,0,12,2.0
1426149,168734,prior,2,6,9,30.0
3311651,198953,test,9,5,1,6.0
2753765,166748,prior,14,0,13,3.0
1872894,69211,prior,11,1,11,27.0
2601086,169279,prior,10,2,15,8.0
808643,95553,prior,59,3,13,2.0
1221539,127797,prior,13,0,13,9.0
2855629,141419,prior,29,3,7,4.0
364429,182272,prior,2,5,17,7.0
501041,7928,prior,2,1,11,28.0
1199563,136279,prior,17,3,19,11.0
2377450,186876,prior,64,5,11,4.0
535763,145342,test,15,1,12,16.0
1892194,11612,prior,4,2,17,15.0
577661,136807,prior,4,5,7,30.0
3299291,4119,prior,10,0,16,6.0
1078220,74675,prior,5,2,8,7.0
2682201,157080,prior,27,3,19,2.0
238337,67538,prior,2,5,17,7.0
699478,101659,prior,5,6,13,6.0
80761,183761,test,5,4,13,30.0
1275042,195062,prior,16,6,11,7.0
576589,86960,prior,25,6,9,2.0
70844,125064,prior,27,0,12,6.0
2780702,47975,prior,10,1,14,7.0
2020023,164927,prior,9,5,8,4.0
1076551,2951,prior,18,3,16,1.0
2618263,66621,prior,22,5,8,4.0
992286,179647,prior,14,2,11,7.0
311054,149846,prior,39,5,14,2.0
1150750,176212,prior,46,6,12,6.0
1313690,33704,prior,17,0,16,30.0
2584374,46086,prior,17,2,20,4.0
1779719,157890,prior,3,3,18,12.0
2883057,109466,prior,22,5,11,3.0
1125590,139730,prior,5,6,11,8.0
1976207,73421,prior,63,1,13,2.0
2747934,52598,prior,27,0,20,5.0
3332200,37434,prior,14,1,8,10.0
1084665,61922,train,12,0,10,29.0
839230,149865,train,20,0,22,2.0
855601,59531,prior,29,6,23,9.0
2695155,75708,prior,3,3,17,30.0
2154761,104516,prior,11,3,13,9.0
1575820,129712,prior,61,5,8,8.0
56815,38204,train,27,0,22,9.0
2581934,59625,prior,14,3,21,3.0
1443785,64630,prior,7,6,10,3.0
1386151,159672,prior,16,3,14,11.0
2159534,106838,prior,4,0,14,7.0
364917,118186,prior,14,3,12,7.0
2027505,125047,prior,4,1,17,9.0
1570751,196326,prior,23,6,14,6.0
234296,192015,prior,30,5,6,20.0
1383500,193448,prior,47,5,17,3.0
1322860,108271,prior,5,1,17,3.0
2365213,125359,prior,12,1,17,6.0
2401152,136059,prior,2,6,7,8.0
3330639,2856,prior,18,3,16,13.0
881937,47877,prior,29,4,16,6.0
354775,196822,prior,9,0,13,14.0
2764030,55321,prior,17,1,11,7.0
3199491,187029,prior,1,4,12,
2731922,136715,prior,13,2,14,8.0
748763,176440,prior,3,1,17,8.0
3314025,135945,prior,17,2,9,9.0
2053431,132863,prior,72,1,6,3.0
1398363,129426,prior,9,5,16,6.0
1713488,85772,prior,13,4,12,10.0
1097770,118823,prior,32,3,12,5.0
1025583,30830,prior,1,2,11,
3317251,197494,prior,5,0,16,4.0
209569,163857,prior,2,1,14,8.0
571720,152899,prior,2,0,15,14.0
1236353,96544,prior,4,5,7,1.0
1815799,16247,prior,43,5,16,6.0
468930,52352,prior,31,1,18,2.0
893236,158338,prior,20,2,16,0.0
452297,73901,prior,34,5,16,5.0
2832321,88987,prior,30,2,9,4.0
502013,119698,prior,21,0,14,2.0
2981972,109848,prior,16,5,12,7.0
2802411,66012,prior,24,4,12,4.0
3334592,90268,prior,5,2,16,6.0
411675,151064,prior,23,2,15,6.0
2857870,100514,prior,8,3,12,1.0
243976,75609,prior,1,1,10,
811424,131493,prior,9,0,18,7.0
1024998,45892,prior,14,1,10,19.0
343320,21278,prior,1,0,9,
1255438,192589,prior,2,5,11,30.0
1973895,206035,prior,47,0,10,13.0
1541938,49780,prior,34,4,13,7.0
1078701,15460,prior,5,5,15,30.0
2230850,37928,prior,2,3,10,5.0
465404,4927,prior,8,6,13,30.0
2075229,77171,prior,40,4,18,1.0
2529710,89513,prior,42,3,9,1.0
2439333,197630,prior,3,4,19,12.0
989179,77509,prior,27,5,11,3.0
457414,38315,prior,3,0,18,7.0
899823,67324,prior,5,1,16,10.0
2875902,18710,test,4,3,15,30.0
1572599,5159,prior,17,1,11,6.0
3233393,129062,test,12,6,8,7.0
1109548,6325,prior,9,1,10,3.0
1445349,98436,prior,2,6,14,14.0
190316,13653,prior,3,0,20,30.0
1195672,9825,prior,5,3,14,2.0
2784951,86288,prior,8,3,16,7.0
1433382,136933,prior,12,6,17,0.0
2521520,166449,prior,82,3,17,17.0
1299376,181219,prior,1,2,16,
3356144,182963,prior,4,1,13,7.0
2180437,204823,prior,27,1,14,14.0
3265254,82745,prior,9,4,11,0.0
3188573,135616,prior,2,1,14,30.0
2295911,79748,prior,20,0,16,2.0
3327269,188517,prior,1,6,10,
1596727,204145,prior,3,4,15,13.0
170840,74666,prior,5,1,15,6.0
2803018,13261,prior,1,0,10,
232690,88717,prior,13,2,19,5.0
2041758,110131,prior,6,2,10,29.0
137050,72110,prior,13,1,12,3.0
1611314,37971,prior,31,2,16,5.0
2568038,97846,prior,5,5,10,4.0
114281,165773,prior,2,0,15,5.0
369086,187572,prior,36,5,12,8.0
2123690,96533,prior,28,5,9,3.0
720495,56712,prior,14,4,14,8.0
2564823,131206,prior,12,0,16,15.0
1353855,48466,prior,70,2,13,2.0
755160,73731,prior,1,5,20,
14113,91857,prior,3,1,12,7.0
2405428,93073,train,15,5,14,20.0
227755,114773,prior,2,1,12,30.0
1908304,147281,prior,26,0,16,7.0
1809492,127797,prior,2,4,15,12.0
2855739,40715,prior,10,0,8,7.0
1459546,55138,prior,16,0,21,6.0
3293770,45577,prior,1,6,13,
2219310,164051,train,12,1,12,7.0
2179582,51072,prior,71,1,15,2.0
713732,197686,prior,44,2,16,13.0
3084815,186529,prior,3,2,8,6.0
32558,93921,prior,30,5,15,8.0
264428,116032,prior,10,2,5,3.0
1914120,84900,prior,4,3,11,30.0
675796,199597,prior,46,0,10,4.0
611970,54682,prior,7,4,13,4.0
2009800,161560,prior,2,0,14,7.0
2993641,110956,prior,18,1,9,9.0
